"usageclass","checkouttype","materialtype","checkoutyear","checkoutmonth","checkouts","title","isbn","creator","subjects","publisher","publicationyear"
"Physical","Horizon","BOOK","2018","1","1","Hunting Eve / Iris Johansen.",,"Johansen, Iris","Duncan Eve Fictitious character Fiction, Tracking and trailing Fiction, Secrecy Fiction, Suspense fiction, Mystery fiction","St. Martin's Press,","2013."
"Physical","Horizon","BOOK","2018","1","2","The book of night women / Marlon James.",,"James, Marlon, 1970-","Slaves Fiction, Jamaica Fiction, Historical fiction","Riverhead Books,","2010."
"Physical","Horizon","BOOK","2018","1","4","There was an old lady who swallowed a fly / illustrated by Pam Adams.",,,"Nonsense verses Juvenile literature, Folk songs English Texts, Toy and movable books Specimens","Child's Play,","2002."
"Digital","Hoopla","MUSIC","2018","1","1","The Snow Queen",,,"Pop","LIGHTYEAR",
"Physical","Horizon","BOOK","2018","1","5","Trinity. Vol. 2, Dead space / Francis Manapul, Cullen Bunn, writers ; Francis Manapul, Scott Hanna [and six others], artists ; Francis Manapul, Wil Quintana [and three others], colorists ; Steve Wands, Tom Napolitano, letterers.",,"Manapul, Francis","Batman Fictitious character Comic books strips etc, Superman Fictitious character Comic books strips etc, Wonder Woman Fictitious character Comic books strips etc, Superheroes Comic books strips etc, Comics Graphic works, Graphic novels, Superhero comics","DC Comics,","[2017]"
"Digital","OverDrive","EBOOK","2018","1","1","Sin and Sensibility: The Griffin Family Series, Book 1",,"Suzanne Enoch","Fiction, Historical Fiction, Romance","HarperCollins Publishers Inc.","2010"
"Physical","Horizon","BOOK","2018","1","3","Fans of the impossible life / Kate Scelsa.",,"Scelsa, Kate","Best friends Juvenile fiction, Gays Juvenile fiction, Friendship Juvenile fiction, Bullying Juvenile fiction, Mental illness Juvenile fiction, Foster home care Juvenile fiction, Family problems Juvenile fiction, Family problems Fiction, Young adult fiction","Balzer + Bray, an imprint of HarperCollins Publishers,","2015."
"Digital","OverDrive","AUDIOBOOK","2018","1","1","Get Motivated!: Overcome Any Obstacle, Achieve Any Goal, and Accelerate Your Success with Motivational DNA (unabridged) (Unabridged)",,"Tamara Lowe","Business, Nonfiction","Books on Tape","2009"
"Physical","Horizon","BOOK","2018","1","1","The Bunker. Volume 3 / written by Joshua Hale Fialkov ; chapters 10-13 illustrated and colored by Joe Infurnari ; chapter 14 illustrated by Brahm Revel ; chapter 14 colored by Jason Fischer ; lettered by Joe Infurnari ; edited by James Lucas Jones and Robin Herrera.",,"Fialkov, Joshua Hale, 1979-","Time capsules Comic books strips etc, Friendship Comic books strips etc, Graphic novels, Science fiction comics, Comics Graphic works","Oni Press, Inc.","2015."
"Digital","Freegal","SONG","2018","1","1","The Auld Triangle",,"The Dubliners",,,
"Digital","OverDrive","EBOOK","2018","1","1","Volume Four",,"Brian James Freeman","Fantasy, Fiction, Horror, Romance","Random House, Inc.","2017"
"Digital","OverDrive","EBOOK","2018","1","2","The Minor Adjustment Beauty Salon: The No. 1 Ladies' Detective Agency Series, Book 14",,"Alexander McCall Smith","Fiction, Humor (Fiction), Mystery","Random House, Inc.","2013"
"Physical","Horizon","VIDEODISC","2018","1","6","Quarry. The complete first season / Cinemax Original Series.",,,"Veterans Drama, Assassins Drama, Criminals Drama, Television series, Thrillers Television programs, Fiction television programs, Video recordings for the hearing impaired","Warner Home Video,","[2017]"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","The Problem of Pain (Unabridged)",,"C. S. Lewis","Nonfiction, Religion & Spirituality","HarperCollins Publishers Inc.","2013"
"Digital","Freegal","SONG","2018","1","1","Rebus 4",,"Joe Morris",,,
"Digital","Freegal","SONG","2018","1","1","Everything That Rises (New Version)",,"Pop Will Eat Itself",,,
"Physical","Horizon","SOUNDDISC","2018","1","2","Those who tell the truth shall die / Explosions in the Sky.",,"Explosions in the Sky (Musical group)","Rock music 2001 2010","Temporary Residence,","[2001?]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Toujours / Sabina.",,"Sciubba, Sabina","Popular music 2011 2020, Rock music 2011 2020","Bar None Records,","[2014]"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","The Power of the Dog (Unabridged)",,"Don Winslow","Fiction, Suspense","Blackstone Audio, Inc.","2011"
"Physical","Horizon","BOOK","2018","1","5","Annabelle the drawing fairy / by Daisy Meadows.",,"Meadows, Daisy","Fairies Fiction, Magic Fiction, Drawing Fiction, Pencils Fiction","Scholastic Inc.,","[2015]"
"Physical","Horizon","BOOK","2018","1","3","Calculated in death / J.D. Robb.",,"Robb, J. D., 1950-","Dallas Eve Fictitious character Fiction, Policewomen New York State New York Fiction, Mystery fiction","G. P. Putnam's Sons,","[2013]"
"Digital","OverDrive","EBOOK","2018","1","1","Max and Ruby at the Warthogs' Wedding",,"Rosemary Wells","Juvenile Fiction, Picture Book Fiction","Penguin Group (USA), Inc.","2015"
"Physical","Horizon","BOOK","2018","1","1","The life list : a novel / Lori Nelson Spielman.",,"Spielman, Lori Nelson","Life change events Fiction, Self realization in women Fiction","Bantam Books Trade Paperbacks,","[2013]"
"Digital","OverDrive","EBOOK","2018","1","4","Shining City: A Novel",,"Tom Rosenstiel","Fiction, Thriller","HarperCollins Publishers Inc.","2017"
"Physical","Horizon","SOUNDDISC","2018","1","2","Rumours / Fleetwood Mac.",,"Fleetwood Mac (Musical group)","Rock music 1971 1980, Popular music 1971 1980, Rock music, Popular music","Warner Bros.,","[1985], ℗1977."
"Digital","OverDrive","EBOOK","2018","1","2","The Theory of Death: Peter Decker / Rina Lazarus Series, Book 23",,"Faye Kellerman","Fiction, Mystery, Thriller","HarperCollins Publishers Inc.","2015"
"Physical","Horizon","BOOK","2018","1","3","Parental discretion is advised : the rise of N.W.A and the dawn of gangsta rap / Gerrick D. Kennedy.",,"Kennedy, Gerrick","N W A Musical group, Rap musicians United States Biography, Rap Music History and criticism","Atria Books,","2017."
"Digital","OverDrive","EBOOK","2018","1","1","Gunman's Rhapsody",,"Robert B. Parker","Fiction, Western","Penguin Group (USA), Inc.","2013"
"Physical","Horizon","BOOK","2018","1","1","The king of Ireland's son / by Padraic Colum ; illustrations and decorations by Willy Pogány.",,"Colum, Padraic, 1881-1972","Fairy tales Ireland, Fairy tales, Folklore Ireland","Dover Publications,","1997."
"Physical","Horizon","BOOK","2018","1","2","The nightwalker / Sebastian Fitzek ; [translated by Jamie Lee Searle].",,"Fitzek, Sebastian, 1971-","Missing persons Fiction, Sleepwalking Fiction, Psychological fiction, Detective and mystery fiction","Pegasus Books,","2017."
"Physical","Horizon","BOOK","2018","1","7","The animal book : over 100 incredible creatures and how we share the planet with them / Ruth Martin ; consultant, Dr. Kim Dennis-Bryan ; illustrated by Dawn Cooper ; designer, Sally Bond.",,"Martin, Ruth, 1977-","Animals Juvenile literature, Human animal relationships Juvenile literature","Lonely Planet Global,","2017."
"Physical","Horizon","VIDEODISC","2018","1","2","Ch'unhyangdyŏn = Chunhyang / Mirae Asset ; Taehung Pictures ; produced by Lee Tae Won ; director, Im Kwon Taek ; adapted for the screen by Kim Myoung Kon.",,,"Social classes Drama, Love Drama, Korea Social life and customs Drama, Feature films, Motion pictures Korean, Fiction films, Historical films","New Yorker Video,","[2000, c2001]"
"Physical","Horizon","BOOK","2018","1","1","Juices and smoothies / by Jan Castorina, Dimitra Stais and Tracy Rutherford.",,"Purser, Jan","Fruit juices, Vegetable juices, Smoothies Beverages, Fruit juices Therapeutic use, Vegetable juices Therapeutic use, Detoxification Health","Tuttle Pub.,","[2007]"
"Digital","Freegal","SONG","2018","1","1","Come a Little Bit Closer",,"Jay and the Americans",,,
"Digital","Hoopla","MOVIE","2018","1","1","Warren Miller's Extreme Winter",,,"Sports, Travel","Warren Miller Entertainment",
"Physical","Horizon","VIDEODISC","2018","1","11","Havana time machine : a musical journey through Cuba / a production of Todd Squared in association with Thirteen Productions LLC for WNET, Latino Public Broadcasting, and WCTE Upper Cumberland PBS ; produced by Todd Jarrell, Todd Mayo ; directed & edited by Randy Hale, James Burton Yockey.",,,"Popular music Cuba Havana 2011 2020, Havana Cuba Civilization, Concert television programs, Documentary television programs, Video recordings for the hearing impaired","PBS,","[2017]"
"Physical","Horizon","BOOK","2018","1","1","Maggie's monkeys / Linda Sanders-Wells ; illustrated by Abby Carter.",,"Sanders-Wells, Linda","Imagination Fiction, Brothers and sisters Fiction, Family life Fiction","Candlewick Press,","2009."
"Digital","Freegal","SONG","2018","1","1","Poor Little Rich Girl",,"Judy Garland",,,
"Physical","Horizon","SOUNDDISC","2018","1","1","Triple concerto ; & Archduke trio / Ludwig van Beethoven.",,"Beethoven, Ludwig van, 1770-1827","Concertos Piano trio, Piano trios","Challenge Classics,","[2013]"
"Physical","Horizon","VIDEODISC","2018","1","10","Chicago P.D. Season four / Wolf Films ; Universal Television.",,,"Chicago Ill Police Department Drama, Criminal investigation Illinois Chicago Drama, Police Illinois Chicago Drama, Intelligence officers Drama, Television series, Action and adventure television programs, Fiction television programs, Television cop shows, Video recordings for the hearing impaired","Universal,","[2017]"
"Digital","OverDrive","EBOOK","2018","1","1","Borderlands: Inspector Benedict Devlin Series, Book 1",,"Brian McGilloway","Fiction, Mystery","Macmillan Publishers","2013"
"Physical","Horizon","SOUNDDISC","2018","1","3","The essential REO Speedwagon.",,"REO Speedwagon (Musical group)","Rock music","Epic/Legacy,","[2004]"
"Digital","OverDrive","AUDIOBOOK","2018","1","1","The Scent of Salt and Sand: Escaped Series, Book 2.5 (unabridged) (Unabridged)",,"Kristin Cast","Fantasy, Fiction, Romance","Blackstone Audio, Inc.","2016"
"Physical","Horizon","BOOK","2018","1","1","The portable router book / R.J. De Cristoforo.",,"DeCristoforo, R. J.","Routers Tools, Woodwork","Tab Books,","[1987]"
"Digital","OverDrive","EBOOK","2018","1","4","The Legend Trilogy Collection",,"Marie Lu","Romance, Science Fiction & Fantasy, Young Adult Fiction, Young Adult Literature","Penguin Group (USA), Inc.","2014"
"Physical","Horizon","BOOK","2018","1","2","Seasons / Thea Feldman.",,"Feldman, Thea","Seasons Juvenile literature","Kingfisher,","2012."
"Physical","Horizon","BOOK","2018","1","2","T is for trespass / Sue Grafton.",,"Grafton, Sue","Millhone Kinsey Fictitious character Fiction, Women private investigators California Fiction, Caregivers Fiction, Psychopaths Fiction, Large type books, California Fiction, Mystery fiction","Thorndike Press,","2007."
"Physical","Horizon","MUSIC","2018","1","2","Berklee jazz bass / Rich Appleman, Whit Browne, Bruce Gertz.",,"Appleman, Rich","Double bass Methods Jazz Self instruction, Bass guitar Methods Jazz Self instruction, Methods Music, Programmed instructional materials","Berklee Press,","[2016]"
"Physical","Horizon","BOOK","2018","1","1","Forgiving & not forgiving : why sometimes it's better not to forgive / Jeanne Safer.",,"Safer, Jeanne","Forgiveness, Betrayal","Quill,","2000."
"Digital","Freegal","SONG","2018","1","1","Out of Station",,"Blue Oyster Cult",,,
"Physical","Horizon","BOOK","2018","1","5","The miracle of mindfulness / Thich Nhat Hanh ; translated by Mobi Ho ; with eleven drawings by Vo-Dinh Mai.",,"Nhất Hạnh, Thích","Meditation Buddhism, Buddhist meditations","Beacon Press,","[1987]"
"Physical","Horizon","BOOK","2018","1","1","To rise again at a decent hour : a novel / Joshua Ferris.",,"Ferris, Joshua","Online identity theft Fiction, Self doubt Fiction, Identity Psychology Fiction, Psychological fiction","Little, Brown and Company,","2014."
"Digital","Freegal","SONG","2018","1","1","U + Ur Hand: BeatCult Remix",,"P!nk",,,
"Physical","Horizon","BOOK","2018","1","1","Wolf Point : an Andy Larson mystery / Mike Thompson.",,"Thompson, Mike, approximately 1942-","Prohibition Montana History Fiction, Mystery fiction, Historical fiction","Five Star, a part of Gale, Cengage Learning,","2015."
"Physical","Horizon","VIDEODISC","2018","1","34","The librarians. Season three / Electric Entertainment.",,,"Librarians Drama, Antiquities Drama, Magic Drama, Secret societies Drama, Characters and characteristics Drama, Television series, Action and adventure television programs, Television comedies, Fiction television programs, Video recordings for the hearing impaired","Sony Pictures Home Entertainment,","[2017]"
"Physical","Horizon","BOOK","2018","1","19","Splat the Cat. Up in the air at the fair / cover art by Rick Farley ; text by Amy Hsu Lin ; interior illustrations by Robert Eberz.",,"Hsu Lin, Amy","Splat the Cat Fictitious character Juvenile fiction, Friendship Juvenile fiction, Fairs Juvenile fiction, Cats Juvenile fiction, Kittens Juvenile fiction, Gifts Juvenile fiction","Harper, an imprint of HarperCollinsPublishers,","[2014]"
"Physical","Horizon","SOUNDDISC","2018","1","1","Conscious capitalism : [liberating the heroic spirit of business] / John Mackey and Raj Sisodia ; [foreword by Bill George].",,"Mackey, John, 1954-","Social responsibility of business, Business ethics, Capitalism Moral and ethical aspects, Corporations Moral and ethical aspects, Social values, Audiobooks","HighBridge Audio,","[2014]"
"Physical","Horizon","SOUNDREC","2018","1","19","Pimsleur language programs. Spanish II A : the complete course.",,,"Spanish language Sound recordings for English speakers, Spanish language Self instruction","Simon and Schuster Audio [producer] ; Recorded Books [distributor],","[1998]"
"Physical","Horizon","BOOK","2018","1","1","Amahl and the night visitors / by Gian Carlo Menotti ; illustrated by Michèle Lemieux.",,"Menotti, Gian Carlo, 1911-2007","Jesus Christ Nativity Juvenile fiction, Christmas Fiction","Morrow,","[1986]"
"Physical","Horizon","BOOK","2018","1","2","Job : a comedy of justice / Robert A. Heinlein.",,"Heinlein, Robert A. (Robert Anson), 1907-1988","Religious right Fiction, Science fiction, Fantasy fiction","Ballantine Books,","1985, ©1984."
"Physical","Horizon","BOOK","2018","1","1","Beethoven's Eroica : the first great romantic symphony / James Hamilton-Paterson.",,"Hamilton-Paterson, James","Beethoven Ludwig van 1770 1827 Symphonies no 3 op 55, Music 19th century History and criticism, Music 19th century Social aspects","Basic Books,","2017."
"Physical","Horizon","BOOK","2018","1","2","Spouse on haunted hill / E.J. Copperman.",,"Copperman, E. J., 1957-","Guesthouses Fiction, Murder Investigation Fiction, Ghost stories, Detective and mystery fiction","Berkley Prime Crime,","2016."
"Digital","OverDrive","EBOOK","2018","1","1","Vicious Circle: Felix Castor Series, Book 2",,"Mike Carey","Fantasy, Fiction, Thriller","Hachette Digital, Inc.","2012"
"Digital","OverDrive","EBOOK","2018","1","1","365 Slow Cooker Suppers",,"Stephanie O'Dea","Cooking & Food, Nonfiction","Houghton Mifflin Harcourt Trade and Reference","2013"
"Physical","Horizon","BOOK","2018","1","9","The dream thieves / Maggie Stiefvater.",,"Stiefvater, Maggie, 1981-","Magic Juvenile fiction, Dreams Juvenile fiction, Family secrets Juvenile fiction, Secrecy Juvenile fiction, Young adult fiction, Paranormal fiction","Scholastic Press,","2013."
"Digital","OverDrive","AUDIOBOOK","2018","1","4","Fahrenheit 451 (Unabridged)",,"Ray Bradbury","Fiction, Science Fiction & Fantasy","Tantor Media, Inc","2014"
"Digital","OverDrive","EBOOK","2018","1","1","Footprints Under the Window: Hardy Boys Series, Book 12",,"Franklin W. Dixon","Juvenile Fiction, Mystery","Penguin Group (USA), Inc.","2011"
"Physical","Horizon","BOOK","2018","1","1","Ice cream for breakfast / illustrated by Huck Scarry ; written by Erica Farber.",,"Farber, Erica","Schools Fiction, Special days Juvenile fiction, Animals Fiction","Sterling,","2011."
"Physical","Horizon","BOOK","2018","1","3","Rick Stein's India / by Rick Stein.",,"Stein, Rick","Cooking Indic, Cooking Curry, Cookbooks","BBC Books,","2013."
"Digital","OverDrive","EBOOK","2018","1","35","The Orphan Master's Son: A Novel",,"Adam Johnson","Fiction, Literature, Suspense, Thriller","Random House, Inc.","2012"
"Physical","Horizon","BOOK","2018","1","1","The C++ programming language / Bjarne Stroustrup.",,"Stroustrup, Bjarne","C Computer program language","Addison-Wesley,","[2013]"
"Physical","Horizon","VIDEODISC","2018","1","1","Opening night / Janus Films ; producer, Al Ruban ; writer/director, John Cassavetes ; Faces Distribution Corporation.",,,"Actresses Drama, Feature films, Fiction films, Video recordings for the hearing impaired","Criterion Collection ; Distributed by Home Vision Entertainment,","[2004]"
"Digital","OverDrive","EBOOK","2018","1","1","The Titans: Kent Family Series, Book 5",,"John Jakes","Fiction, Literature","Open Road Integrated Media","2012"
"Physical","Horizon","BOOK","2018","1","5","The everything kids' learning French book : fun exercises to help you learn français / Dawn-Michelle Baude.",,"Baude, Dawn-Michelle, 1959-","French language Textbooks for foreign speakers English Juvenile literature, French language Problems exercises etc Juvenile literature, French language, French language materials Bilingual","Adams Media,","[2008]"
"Physical","Horizon","BOOK","2018","1","1","Marshes & swamps / by Gail Gibbons.",,"Gibbons, Gail","Marshes Juvenile literature, Swamps Juvenile literature","Holiday House,","[1998]"
"Digital","OverDrive","EBOOK","2018","1","1","Negocios: Spanish-language edition of Drown",,"Junot Díaz","Fiction, Literature, Short Stories","Random House, Inc.","2013"
"Physical","Horizon","VIDEODISC","2018","1","10","Into thin air : death on Everest / produced by Hans Proppe, Rosalie Muskatt ; written by Robert J. Avrech ; directed by Robert Markowitz ; Sofronski Productions in association with Sony Pictures Television.",,,"Krakauer Jon Drama, Mount Everest Expedition 1996 Drama, Mountaineering accidents Everest Mount China and nepal Drama, Mountaineering expeditions Everest Mount China and Nepal Drama, Made for TV movies, Action and adventure television programs, Fiction television programs","Sony Pictures Home Entertainment,","[2015]"
